Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037407301","Census Tract 4073.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407301","Census Tract 4073.01",,,,917,46,11,0,40,19,11,111,67,49,30,39,117,111,96,76,94,5.02,1.2,0,4.36,2.07,1.2,12.1,7.31,5.34,3.27,4.25,12.76,12.1,10.47,8.29,10.25
"06037407302","Census Tract 4073.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407302","Census Tract 4073.02",,,,784,21,36,29,36,5,26,18,65,5,28,48,121,106,75,73,92,2.68,4.59,3.7,4.59,0.64,3.32,2.3,8.29,0.64,3.57,6.12,15.43,13.52,9.57,9.31,11.73
"06037407400","Census Tract 4074, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407400","Census Tract 4074",,,,510,4,0,4,17,4,0,6,13,19,29,67,44,34,91,71,107,0.78,0,0.78,3.33,0.78,0,1.18,2.55,3.73,5.69,13.14,8.63,6.67,17.84,13.92,20.98
"06037407501","Census Tract 4075.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407501","Census Tract 4075.01",,,,958,29,4,0,46,0,72,57,34,36,105,91,213,48,54,125,44,3.03,0.42,0,4.8,0,7.52,5.95,3.55,3.76,10.96,9.5,22.23,5.01,5.64,13.05,4.59
"06037407502","Census Tract 4075.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407502","Census Tract 4075.02",,,,837,33,0,6,0,14,20,14,21,0,57,98,91,117,78,123,165,3.94,0,0.72,0,1.67,2.39,1.67,2.51,0,6.81,11.71,10.87,13.98,9.32,14.7,19.71
"06037407601","Census Tract 4076.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407601","Census Tract 4076.01",,,,1077,18,47,0,0,88,43,92,48,8,34,131,145,73,99,172,79,1.67,4.36,0,0,8.17,3.99,8.54,4.46,0.74,3.16,12.16,13.46,6.78,9.19,15.97,7.34
"06037407602","Census Tract 4076.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407602","Census Tract 4076.02",,,,1026,49,40,29,10,25,11,19,34,11,31,96,98,127,199,135,112,4.78,3.9,2.83,0.97,2.44,1.07,1.85,3.31,1.07,3.02,9.36,9.55,12.38,19.4,13.16,10.92
"06037407701","Census Tract 4077.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407701","Census Tract 4077.01",,,,1081,40,41,10,41,81,9,42,50,70,85,86,91,122,62,151,100,3.7,3.79,0.93,3.79,7.49,0.83,3.89,4.63,6.48,7.86,7.96,8.42,11.29,5.74,13.97,9.25
"06037407702","Census Tract 4077.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407702","Census Tract 4077.02",,,,1721,67,0,0,14,93,36,64,0,90,232,83,176,167,214,334,151,3.89,0,0,0.81,5.4,2.09,3.72,0,5.23,13.48,4.82,10.23,9.7,12.43,19.41,8.77
"06037407801","Census Tract 4078.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407801","Census Tract 4078.01",,,,1066,22,0,0,11,21,43,45,35,96,88,57,109,83,115,186,155,2.06,0,0,1.03,1.97,4.03,4.22,3.28,9.01,8.26,5.35,10.23,7.79,10.79,17.45,14.54
"06037407802","Census Tract 4078.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407802","Census Tract 4078.02",,,,741,3,11,18,2,6,7,10,23,34,19,70,87,104,128,84,135,0.4,1.48,2.43,0.27,0.81,0.94,1.35,3.1,4.59,2.56,9.45,11.74,14.04,17.27,11.34,18.22
"06037407901","Census Tract 4079.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407901","Census Tract 4079.01",,,,887,22,37,21,17,0,18,7,0,13,37,85,154,92,51,121,212,2.48,4.17,2.37,1.92,0,2.03,0.79,0,1.47,4.17,9.58,17.36,10.37,5.75,13.64,23.9
"06037407902","Census Tract 4079.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037407902","Census Tract 4079.02",,,,519,8,18,4,7,6,29,0,24,0,42,64,113,98,11,37,58,1.54,3.47,0.77,1.35,1.16,5.59,0,4.62,0,8.09,12.33,21.77,18.88,2.12,7.13,11.18
"06037408003","Census Tract 4080.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408003","Census Tract 4080.03",,,,1234,20,73,16,28,0,9,60,17,0,55,96,213,207,99,73,268,1.62,5.92,1.3,2.27,0,0.73,4.86,1.38,0,4.46,7.78,17.26,16.77,8.02,5.92,21.72
"06037408004","Census Tract 4080.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408004",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408004","Census Tract 4080.04",,,,857,40,59,13,30,6,2,64,14,20,50,30,170,117,51,111,80,4.67,6.88,1.52,3.5,0.7,0.23,7.47,1.63,2.33,5.83,3.5,19.84,13.65,5.95,12.95,9.33
"06037408005","Census Tract 4080.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408005",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408005","Census Tract 4080.05",,,,1739,50,8,0,28,20,31,0,23,41,85,130,206,215,187,294,421,2.88,0.46,0,1.61,1.15,1.78,0,1.32,2.36,4.89,7.48,11.85,12.36,10.75,16.91,24.21
"06037408006","Census Tract 4080.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408006",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408006","Census Tract 4080.06",,,,1066,45,50,30,25,8,0,28,44,23,41,150,130,204,72,120,96,4.22,4.69,2.81,2.35,0.75,0,2.63,4.13,2.16,3.85,14.07,12.2,19.14,6.75,11.26,9.01
"06037408133","Census Tract 4081.33, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408133",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408133","Census Tract 4081.33",,,,1731,85,14,31,39,84,30,27,75,75,51,253,127,189,234,174,243,4.91,0.81,1.79,2.25,4.85,1.73,1.56,4.33,4.33,2.95,14.62,7.34,10.92,13.52,10.05,14.04
"06037408134","Census Tract 4081.34, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408134",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408134","Census Tract 4081.34",,,,860,20,58,31,11,0,12,12,48,44,16,44,117,63,46,203,135,2.33,6.74,3.6,1.28,0,1.4,1.4,5.58,5.12,1.86,5.12,13.6,7.33,5.35,23.6,15.7
"06037408135","Census Tract 4081.35, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408135",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408135","Census Tract 4081.35",,,,1369,94,110,14,14,8,25,54,30,52,55,120,204,217,69,160,143,6.87,8.04,1.02,1.02,0.58,1.83,3.94,2.19,3.8,4.02,8.77,14.9,15.85,5.04,11.69,10.45
"06037408136","Census Tract 4081.36, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408136",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408136","Census Tract 4081.36",,,,1011,23,0,25,0,12,0,92,28,0,53,7,152,145,197,131,146,2.27,0,2.47,0,1.19,0,9.1,2.77,0,5.24,0.69,15.03,14.34,19.49,12.96,14.44
"06037408137","Census Tract 4081.37, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408137",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408137","Census Tract 4081.37",,,,1420,24,33,49,63,39,8,99,73,52,50,154,249,201,113,138,75,1.69,2.32,3.45,4.44,2.75,0.56,6.97,5.14,3.66,3.52,10.85,17.54,14.15,7.96,9.72,5.28
"06037408138","Census Tract 4081.38, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408138",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408138","Census Tract 4081.38",,,,1246,73,44,0,6,99,93,0,14,28,103,34,216,170,234,114,18,5.86,3.53,0,0.48,7.95,7.46,0,1.12,2.25,8.27,2.73,17.34,13.64,18.78,9.15,1.44
"06037408139","Census Tract 4081.39, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408139",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408139","Census Tract 4081.39",,,,843,12,0,21,0,9,38,31,41,5,52,109,58,128,64,133,142,1.42,0,2.49,0,1.07,4.51,3.68,4.86,0.59,6.17,12.93,6.88,15.18,7.59,15.78,16.84
"06037408140","Census Tract 4081.40, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408140",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408140","Census Tract 4081.40",,,,793,17,18,4,42,19,4,35,32,23,96,110,118,42,69,84,80,2.14,2.27,0.5,5.3,2.4,0.5,4.41,4.04,2.9,12.11,13.87,14.88,5.3,8.7,10.59,10.09
"06037408141","Census Tract 4081.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408141",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408141","Census Tract 4081.41",,,,1010,30,47,28,0,16,8,59,0,28,92,52,161,131,64,192,102,2.97,4.65,2.77,0,1.58,0.79,5.84,0,2.77,9.11,5.15,15.94,12.97,6.34,19.01,10.1
"06037408212","Census Tract 4082.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408212",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408212","Census Tract 4082.12",,,,1379,55,33,6,43,20,27,43,118,27,153,176,153,57,157,155,156,3.99,2.39,0.44,3.12,1.45,1.96,3.12,8.56,1.96,11.09,12.76,11.09,4.13,11.39,11.24,11.31
"06037408213","Census Tract 4082.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408213",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408213","Census Tract 4082.13",,,,1792,31,29,79,52,64,75,58,41,65,88,342,304,111,180,159,114,1.73,1.62,4.41,2.9,3.57,4.19,3.24,2.29,3.63,4.91,19.08,16.96,6.19,10.04,8.87,6.36
"06037408301","Census Tract 4083.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408301","Census Tract 4083.01",,,,1505,10,32,24,58,64,8,77,102,58,124,121,247,147,201,81,151,0.66,2.13,1.59,3.85,4.25,0.53,5.12,6.78,3.85,8.24,8.04,16.41,9.77,13.36,5.38,10.03
"06037408302","Census Tract 4083.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408302","Census Tract 4083.02",,,,1022,26,69,17,20,11,26,56,11,42,43,100,163,65,157,96,120,2.54,6.75,1.66,1.96,1.08,2.54,5.48,1.08,4.11,4.21,9.78,15.95,6.36,15.36,9.39,11.74
"06037408303","Census Tract 4083.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408303","Census Tract 4083.03",,,,1278,42,73,0,19,22,11,121,0,52,8,25,186,105,147,176,291,3.29,5.71,0,1.49,1.72,0.86,9.47,0,4.07,0.63,1.96,14.55,8.22,11.5,13.77,22.77
"06037408401","Census Tract 4084.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408401","Census Tract 4084.01",,,,1227,62,54,40,40,33,0,0,25,61,95,114,106,149,37,138,273,5.05,4.4,3.26,3.26,2.69,0,0,2.04,4.97,7.74,9.29,8.64,12.14,3.02,11.25,22.25
"06037408402","Census Tract 4084.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408402","Census Tract 4084.02",,,,1932,14,75,52,17,11,14,49,24,85,80,131,382,233,236,246,283,0.72,3.88,2.69,0.88,0.57,0.72,2.54,1.24,4.4,4.14,6.78,19.77,12.06,12.22,12.73,14.65
"06037408503","Census Tract 4085.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408503","Census Tract 4085.03",,,,1991,93,9,0,6,40,76,41,125,27,29,89,244,173,197,326,516,4.67,0.45,0,0.3,2.01,3.82,2.06,6.28,1.36,1.46,4.47,12.26,8.69,9.89,16.37,25.92
"06037408504","Census Tract 4085.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408504","Census Tract 4085.04",,,,1446,13,9,43,38,7,27,35,14,49,36,61,343,204,158,231,178,0.9,0.62,2.97,2.63,0.48,1.87,2.42,0.97,3.39,2.49,4.22,23.72,14.11,10.93,15.98,12.31
"06037408505","Census Tract 4085.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408505",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408505","Census Tract 4085.05",,,,719,40,6,0,6,11,23,11,20,45,57,29,74,81,73,65,178,5.56,0.83,0,0.83,1.53,3.2,1.53,2.78,6.26,7.93,4.03,10.29,11.27,10.15,9.04,24.76
"06037408623","Census Tract 4086.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408623",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408623","Census Tract 4086.23",,,,990,29,12,25,0,44,25,24,12,88,66,89,72,159,83,113,149,2.93,1.21,2.53,0,4.44,2.53,2.42,1.21,8.89,6.67,8.99,7.27,16.06,8.38,11.41,15.05
"06037408624","Census Tract 4086.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408624",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408624","Census Tract 4086.24",,,,1047,49,61,9,18,20,24,11,13,0,75,20,152,99,116,105,275,4.68,5.83,0.86,1.72,1.91,2.29,1.05,1.24,0,7.16,1.91,14.52,9.46,11.08,10.03,26.27
"06037408625","Census Tract 4086.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408625",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408625","Census Tract 4086.25",,,,1296,25,24,17,24,0,14,86,16,43,76,72,87,161,171,183,297,1.93,1.85,1.31,1.85,0,1.08,6.64,1.23,3.32,5.86,5.56,6.71,12.42,13.19,14.12,22.92
"06037408626","Census Tract 4086.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408626",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408626","Census Tract 4086.26",,,,1407,88,0,29,49,19,27,85,13,110,140,77,89,198,90,206,187,6.25,0,2.06,3.48,1.35,1.92,6.04,0.92,7.82,9.95,5.47,6.33,14.07,6.4,14.64,13.29
"06037408627","Census Tract 4086.27, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408627",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408627","Census Tract 4086.27",,,,865,68,5,6,9,12,4,5,26,14,97,54,147,55,45,118,200,7.86,0.58,0.69,1.04,1.39,0.46,0.58,3.01,1.62,11.21,6.24,16.99,6.36,5.2,13.64,23.12
"06037408628","Census Tract 4086.28, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408628",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408628","Census Tract 4086.28",,,,1889,179,71,17,26,37,47,28,28,0,191,194,190,331,71,162,317,9.48,3.76,0.9,1.38,1.96,2.49,1.48,1.48,0,10.11,10.27,10.06,17.52,3.76,8.58,16.78
"06037408629","Census Tract 4086.29, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408629",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408629","Census Tract 4086.29",,,,948,63,25,5,17,48,15,0,12,32,9,65,82,93,119,99,264,6.65,2.64,0.53,1.79,5.06,1.58,0,1.27,3.38,0.95,6.86,8.65,9.81,12.55,10.44,27.85
"06037408631","Census Tract 4086.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408631",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408631","Census Tract 4086.31",,,,1443,43,0,17,104,22,65,9,60,53,37,120,194,140,75,216,288,2.98,0,1.18,7.21,1.52,4.5,0.62,4.16,3.67,2.56,8.32,13.44,9.7,5.2,14.97,19.96
"06037408703","Census Tract 4087.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408703","Census Tract 4087.03",,,,1786,94,26,34,73,12,94,48,13,64,56,66,139,118,99,178,672,5.26,1.46,1.9,4.09,0.67,5.26,2.69,0.73,3.58,3.14,3.7,7.78,6.61,5.54,9.97,37.63
"06037408705","Census Tract 4087.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408705",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408705","Census Tract 4087.05",,,,1848,114,140,23,111,176,87,4,24,92,69,124,262,225,106,134,157,6.17,7.58,1.24,6.01,9.52,4.71,0.22,1.3,4.98,3.73,6.71,14.18,12.18,5.74,7.25,8.5
"06037408707","Census Tract 4087.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408707",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408707","Census Tract 4087.07",,,,2192,87,0,13,62,29,11,79,57,15,113,94,196,271,309,312,544,3.97,0,0.59,2.83,1.32,0.5,3.6,2.6,0.68,5.16,4.29,8.94,12.36,14.1,14.23,24.82
"06037408722","Census Tract 4087.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408722",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408722","Census Tract 4087.22",,,,1274,30,66,24,17,0,42,36,17,26,21,114,156,92,178,289,166,2.35,5.18,1.88,1.33,0,3.3,2.83,1.33,2.04,1.65,8.95,12.24,7.22,13.97,22.68,13.03
"06037408724","Census Tract 4087.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408724",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408724","Census Tract 4087.24",,,,1601,69,0,42,92,26,46,80,70,77,151,209,269,213,107,83,67,4.31,0,2.62,5.75,1.62,2.87,5,4.37,4.81,9.43,13.05,16.8,13.3,6.68,5.18,4.18
"06037408725","Census Tract 4087.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408725",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408725","Census Tract 4087.25",,,,1941,113,95,135,131,5,26,1,126,15,138,163,235,135,225,173,225,5.82,4.89,6.96,6.75,0.26,1.34,0.05,6.49,0.77,7.11,8.4,12.11,6.96,11.59,8.91,11.59
"06037408800","Census Tract 4088, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408800","Census Tract 4088",,,,1817,376,23,9,62,42,78,148,88,74,148,137,121,279,70,61,101,20.69,1.27,0.5,3.41,2.31,4.29,8.15,4.84,4.07,8.15,7.54,6.66,15.35,3.85,3.36,5.56
"06037408900","Census Tract 4089, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037408900","Census Tract 4089",,,,2315,35,219,112,75,73,47,37,47,59,171,273,156,209,154,250,398,1.51,9.46,4.84,3.24,3.15,2.03,1.6,2.03,2.55,7.39,11.79,6.74,9.03,6.65,10.8,17.19
"06037409000","Census Tract 4090, Los Angeles County, California","ca","140","00",,,,"06","037",,,"409000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037409000","Census Tract 4090",,,,2259,244,49,0,72,20,47,52,18,86,0,471,398,379,133,216,74,10.8,2.17,0,3.19,0.89,2.08,2.3,0.8,3.81,0,20.85,17.62,16.78,5.89,9.56,3.28
"06037409100","Census Tract 4091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"409100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037409100","Census Tract 4091",,,,1449,62,45,15,47,8,11,29,56,81,95,48,280,136,115,204,217,4.28,3.11,1.04,3.24,0.55,0.76,2,3.86,5.59,6.56,3.31,19.32,9.39,7.94,14.08,14.98
"06037430003","Census Tract 4300.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430003","Census Tract 4300.03",,,,1634,19,0,29,7,5,42,18,40,76,55,111,125,225,151,307,424,1.16,0,1.77,0.43,0.31,2.57,1.1,2.45,4.65,3.37,6.79,7.65,13.77,9.24,18.79,25.95
"06037430004","Census Tract 4300.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430004",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430004","Census Tract 4300.04",,,,1132,24,57,11,27,46,7,15,62,35,49,32,246,140,114,97,170,2.12,5.04,0.97,2.39,4.06,0.62,1.33,5.48,3.09,4.33,2.83,21.73,12.37,10.07,8.57,15.02
"06037430005","Census Tract 4300.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430005",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430005","Census Tract 4300.05",,,,1322,68,13,15,0,15,20,42,54,54,12,176,114,154,124,269,192,5.14,0.98,1.13,0,1.13,1.51,3.18,4.08,4.08,0.91,13.31,8.62,11.65,9.38,20.35,14.52
"06037430101","Census Tract 4301.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430101","Census Tract 4301.01",,,,2003,182,250,65,58,69,64,39,40,53,150,152,220,115,233,172,141,9.09,12.48,3.25,2.9,3.44,3.2,1.95,2,2.65,7.49,7.59,10.98,5.74,11.63,8.59,7.04
"06037430102","Census Tract 4301.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430102","Census Tract 4301.02",,,,1243,61,37,37,60,30,7,20,25,8,59,33,304,211,73,162,116,4.91,2.98,2.98,4.83,2.41,0.56,1.61,2.01,0.64,4.75,2.65,24.46,16.98,5.87,13.03,9.33
"06037430200","Census Tract 4302, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430200","Census Tract 4302",,,,475,11,2,15,10,4,18,13,6,10,12,39,44,45,75,33,138,2.32,0.42,3.16,2.11,0.84,3.79,2.74,1.26,2.11,2.53,8.21,9.26,9.47,15.79,6.95,29.05
"06037430301","Census Tract 4303.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430301","Census Tract 4303.01",,,,1707,18,0,47,6,33,47,10,45,34,52,40,168,163,155,260,629,1.05,0,2.75,0.35,1.93,2.75,0.59,2.64,1.99,3.05,2.34,9.84,9.55,9.08,15.23,36.85
"06037430302","Census Tract 4303.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430302","Census Tract 4303.02",,,,2203,104,87,104,43,18,84,0,83,128,164,103,258,177,97,383,370,4.72,3.95,4.72,1.95,0.82,3.81,0,3.77,5.81,7.44,4.68,11.71,8.03,4.4,17.39,16.8
"06037430400","Census Tract 4304, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430400","Census Tract 4304",,,,1411,15,6,17,27,17,30,36,12,20,53,78,60,123,107,122,688,1.06,0.43,1.2,1.91,1.2,2.13,2.55,0.85,1.42,3.76,5.53,4.25,8.72,7.58,8.65,48.76
"06037430501","Census Tract 4305.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430501","Census Tract 4305.01",,,,1747,32,14,9,8,42,25,9,9,0,63,37,84,142,227,297,749,1.83,0.8,0.52,0.46,2.4,1.43,0.52,0.52,0,3.61,2.12,4.81,8.13,12.99,17,42.87
"06037430502","Census Tract 4305.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430502","Census Tract 4305.02",,,,2964,108,84,40,50,67,59,90,44,16,133,222,480,206,214,455,696,3.64,2.83,1.35,1.69,2.26,1.99,3.04,1.48,0.54,4.49,7.49,16.19,6.95,7.22,15.35,23.48
"06037430600","Census Tract 4306, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037430600","Census Tract 4306",,,,1426,53,57,0,2,0,8,0,0,0,46,55,100,125,99,245,636,3.72,4,0,0.14,0,0.56,0,0,0,3.23,3.86,7.01,8.77,6.94,17.18,44.6
