Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037108102","Census Tract 1081.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108102","Census Tract 1081.02",,,,1226,28,0,0,59,57,30,24,0,0,11,115,155,78,161,152,356,2.28,0,0,4.81,4.65,2.45,1.96,0,0,0.9,9.38,12.64,6.36,13.13,12.4,29.04
"06037108103","Census Tract 1081.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108103","Census Tract 1081.03",,,,1001,30,0,49,9,0,22,0,0,0,52,13,64,162,129,147,324,3,0,4.9,0.9,0,2.2,0,0,0,5.19,1.3,6.39,16.18,12.89,14.69,32.37
"06037108104","Census Tract 1081.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108104","Census Tract 1081.04",,,,562,16,5,0,0,40,9,6,0,9,19,15,34,100,30,61,218,2.85,0.89,0,0,7.12,1.6,1.07,0,1.6,3.38,2.67,6.05,17.79,5.34,10.85,38.79
"06037108202","Census Tract 1082.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108202","Census Tract 1082.02",,,,3551,84,29,144,33,67,98,14,15,46,159,194,136,273,127,504,1628,2.37,0.82,4.06,0.93,1.89,2.76,0.39,0.42,1.3,4.48,5.46,3.83,7.69,3.58,14.19,45.85
"06037108203","Census Tract 1082.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108203","Census Tract 1082.03",,,,1175,26,11,0,0,32,0,30,88,10,30,42,60,112,142,173,419,2.21,0.94,0,0,2.72,0,2.55,7.49,0.85,2.55,3.57,5.11,9.53,12.09,14.72,35.66
"06037108204","Census Tract 1082.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108204","Census Tract 1082.04",,,,658,0,0,6,10,7,14,0,0,0,4,72,22,40,96,91,296,0,0,0.91,1.52,1.06,2.13,0,0,0,0.61,10.94,3.34,6.08,14.59,13.83,44.98
"06037109100","Census Tract 1091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109100","Census Tract 1091",,,,887,68,13,16,35,23,61,26,44,22,50,86,96,85,42,74,146,7.67,1.47,1.8,3.95,2.59,6.88,2.93,4.96,2.48,5.64,9.7,10.82,9.58,4.74,8.34,16.46
"06037109200","Census Tract 1092, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109200","Census Tract 1092",,,,1077,25,40,0,9,25,0,49,0,27,28,119,105,200,181,104,165,2.32,3.71,0,0.84,2.32,0,4.55,0,2.51,2.6,11.05,9.75,18.57,16.81,9.66,15.32
"06037109300","Census Tract 1093, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109300","Census Tract 1093",,,,929,0,0,20,0,11,18,41,25,11,36,45,125,149,87,183,178,0,0,2.15,0,1.18,1.94,4.41,2.69,1.18,3.88,4.84,13.46,16.04,9.36,19.7,19.16
"06037109400","Census Tract 1094, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109400","Census Tract 1094",,,,1131,81,0,0,13,65,27,69,11,0,81,116,106,132,76,189,165,7.16,0,0,1.15,5.75,2.39,6.1,0.97,0,7.16,10.26,9.37,11.67,6.72,16.71,14.59
"06037109500","Census Tract 1095, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109500","Census Tract 1095",,,,982,78,0,23,36,34,0,33,9,56,63,121,200,56,64,112,97,7.94,0,2.34,3.67,3.46,0,3.36,0.92,5.7,6.42,12.32,20.37,5.7,6.52,11.41,9.88
"06037109601","Census Tract 1096.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109601","Census Tract 1096.01",,,,1330,18,32,0,38,0,22,13,65,51,56,68,171,218,139,328,111,1.35,2.41,0,2.86,0,1.65,0.98,4.89,3.83,4.21,5.11,12.86,16.39,10.45,24.66,8.35
"06037109603","Census Tract 1096.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109603","Census Tract 1096.03",,,,1268,95,24,36,55,60,19,15,36,24,60,79,248,68,90,247,112,7.49,1.89,2.84,4.34,4.73,1.5,1.18,2.84,1.89,4.73,6.23,19.56,5.36,7.1,19.48,8.83
"06037109604","Census Tract 1096.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109604","Census Tract 1096.04",,,,873,58,18,19,34,17,40,12,12,6,39,86,85,126,130,64,127,6.64,2.06,2.18,3.89,1.95,4.58,1.37,1.37,0.69,4.47,9.85,9.74,14.43,14.89,7.33,14.55
"06037109700","Census Tract 1097, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109700","Census Tract 1097",,,,1383,19,75,7,27,23,12,13,27,74,20,102,133,262,82,270,237,1.37,5.42,0.51,1.95,1.66,0.87,0.94,1.95,5.35,1.45,7.38,9.62,18.94,5.93,19.52,17.14
"06037109800","Census Tract 1098, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037109800","Census Tract 1098",,,,1490,81,33,26,20,52,40,0,12,0,187,218,157,157,131,120,256,5.44,2.21,1.74,1.34,3.49,2.68,0,0.81,0,12.55,14.63,10.54,10.54,8.79,8.05,17.18
"06037111100","Census Tract 1111, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111100","Census Tract 1111",,,,936,40,4,24,22,14,17,96,5,17,55,53,88,89,155,83,174,4.27,0.43,2.56,2.35,1.5,1.82,10.26,0.53,1.82,5.88,5.66,9.4,9.51,16.56,8.87,18.59
"06037111201","Census Tract 1112.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111201","Census Tract 1112.01",,,,1030,0,43,91,0,17,7,12,8,35,51,50,108,123,73,77,335,0,4.17,8.83,0,1.65,0.68,1.17,0.78,3.4,4.95,4.85,10.49,11.94,7.09,7.48,32.52
"06037111202","Census Tract 1112.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111202","Census Tract 1112.02",,,,1931,178,8,17,60,90,17,67,15,14,82,134,172,197,174,486,220,9.22,0.41,0.88,3.11,4.66,0.88,3.47,0.78,0.73,4.25,6.94,8.91,10.2,9.01,25.17,11.39
"06037111204","Census Tract 1112.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111204","Census Tract 1112.04",,,,1825,54,0,28,20,52,12,7,11,9,125,22,119,133,115,357,761,2.96,0,1.53,1.1,2.85,0.66,0.38,0.6,0.49,6.85,1.21,6.52,7.29,6.3,19.56,41.7
"06037111205","Census Tract 1112.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111205",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111205","Census Tract 1112.05",,,,1344,76,11,0,0,11,55,0,0,23,42,49,314,224,143,161,235,5.65,0.82,0,0,0.82,4.09,0,0,1.71,3.12,3.65,23.36,16.67,10.64,11.98,17.49
"06037111206","Census Tract 1112.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111206",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111206","Census Tract 1112.06",,,,1364,0,34,14,0,11,0,0,60,26,100,72,82,146,146,157,516,0,2.49,1.03,0,0.81,0,0,4.4,1.91,7.33,5.28,6.01,10.7,10.7,11.51,37.83
"06037111302","Census Tract 1113.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111302","Census Tract 1113.02",,,,1757,46,9,0,42,136,145,73,20,25,85,111,208,204,135,191,327,2.62,0.51,0,2.39,7.74,8.25,4.15,1.14,1.42,4.84,6.32,11.84,11.61,7.68,10.87,18.61
"06037111303","Census Tract 1113.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111303","Census Tract 1113.03",,,,1449,0,0,62,53,0,59,85,0,0,157,43,208,164,149,178,291,0,0,4.28,3.66,0,4.07,5.87,0,0,10.84,2.97,14.35,11.32,10.28,12.28,20.08
"06037111304","Census Tract 1113.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111304","Census Tract 1113.04",,,,1344,161,161,62,20,79,19,24,49,37,133,48,149,138,143,85,36,11.98,11.98,4.61,1.49,5.88,1.41,1.79,3.65,2.75,9.9,3.57,11.09,10.27,10.64,6.32,2.68
"06037111401","Census Tract 1114.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111401","Census Tract 1114.01",,,,686,0,33,0,10,7,3,31,12,6,21,77,65,67,41,113,200,0,4.81,0,1.46,1.02,0.44,4.52,1.75,0.87,3.06,11.22,9.48,9.77,5.98,16.47,29.15
"06037111402","Census Tract 1114.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037111402","Census Tract 1114.02",,,,2158,161,260,13,101,102,0,25,245,30,250,189,210,191,97,121,163,7.46,12.05,0.6,4.68,4.73,0,1.16,11.35,1.39,11.58,8.76,9.73,8.85,4.49,5.61,7.55
"06037113101","Census Tract 1131.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113101","Census Tract 1131.01",,,,1198,10,43,28,12,7,24,22,32,63,31,116,84,88,186,113,339,0.83,3.59,2.34,1,0.58,2,1.84,2.67,5.26,2.59,9.68,7.01,7.35,15.53,9.43,28.3
"06037113102","Census Tract 1131.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113102","Census Tract 1131.02",,,,1036,22,0,0,0,31,0,0,0,5,37,57,43,105,80,90,566,2.12,0,0,0,2.99,0,0,0,0.48,3.57,5.5,4.15,10.14,7.72,8.69,54.63
"06037113211","Census Tract 1132.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113211",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113211","Census Tract 1132.11",,,,1624,80,7,33,0,68,51,36,0,49,79,84,248,143,202,299,245,4.93,0.43,2.03,0,4.19,3.14,2.22,0,3.02,4.86,5.17,15.27,8.81,12.44,18.41,15.09
"06037113212","Census Tract 1132.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113212",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113212","Census Tract 1132.12",,,,972,11,10,40,0,30,19,58,21,39,55,131,114,129,83,119,113,1.13,1.03,4.12,0,3.09,1.95,5.97,2.16,4.01,5.66,13.48,11.73,13.27,8.54,12.24,11.63
"06037113213","Census Tract 1132.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113213",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113213","Census Tract 1132.13",,,,1725,49,7,0,18,29,52,24,68,34,55,147,94,271,199,194,484,2.84,0.41,0,1.04,1.68,3.01,1.39,3.94,1.97,3.19,8.52,5.45,15.71,11.54,11.25,28.06
"06037113231","Census Tract 1132.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113231",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113231","Census Tract 1132.31",,,,850,6,5,31,25,0,31,12,6,5,20,46,76,106,100,71,310,0.71,0.59,3.65,2.94,0,3.65,1.41,0.71,0.59,2.35,5.41,8.94,12.47,11.76,8.35,36.47
"06037113232","Census Tract 1132.32, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113232",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113232","Census Tract 1132.32",,,,1539,37,44,10,11,39,22,0,25,25,50,98,136,139,111,261,531,2.4,2.86,0.65,0.71,2.53,1.43,0,1.62,1.62,3.25,6.37,8.84,9.03,7.21,16.96,34.5
"06037113234","Census Tract 1132.34, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113234",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113234","Census Tract 1132.34",,,,1665,179,38,80,120,83,22,50,36,34,73,188,85,182,147,206,142,10.75,2.28,4.8,7.21,4.98,1.32,3,2.16,2.04,4.38,11.29,5.11,10.93,8.83,12.37,8.53
"06037113235","Census Tract 1132.35, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113235",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113235","Census Tract 1132.35",,,,677,18,6,0,50,18,35,4,28,11,71,22,161,40,29,58,126,2.66,0.89,0,7.39,2.66,5.17,0.59,4.14,1.62,10.49,3.25,23.78,5.91,4.28,8.57,18.61
"06037113237","Census Tract 1132.37, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113237",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113237","Census Tract 1132.37",,,,1551,60,15,32,31,9,41,4,28,43,53,48,149,161,109,198,570,3.87,0.97,2.06,2,0.58,2.64,0.26,1.81,2.77,3.42,3.09,9.61,10.38,7.03,12.77,36.75
"06037113238","Census Tract 1132.38, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113238",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113238","Census Tract 1132.38",,,,1445,19,21,10,69,5,49,154,83,20,154,168,289,133,90,49,132,1.31,1.45,0.69,4.78,0.35,3.39,10.66,5.74,1.38,10.66,11.63,20,9.2,6.23,3.39,9.13
"06037113239","Census Tract 1132.39, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113239",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113239","Census Tract 1132.39",,,,857,12,0,89,51,67,72,47,41,26,160,134,38,30,37,42,11,1.4,0,10.39,5.95,7.82,8.4,5.48,4.78,3.03,18.67,15.64,4.43,3.5,4.32,4.9,1.28
"06037113301","Census Tract 1133.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113301","Census Tract 1133.01",,,,1637,123,35,0,55,71,0,40,54,75,10,31,221,80,75,338,429,7.51,2.14,0,3.36,4.34,0,2.44,3.3,4.58,0.61,1.89,13.5,4.89,4.58,20.65,26.21
"06037113303","Census Tract 1133.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113303","Census Tract 1133.03",,,,1355,91,35,54,0,9,12,19,20,8,73,100,196,160,61,257,260,6.72,2.58,3.99,0,0.66,0.89,1.4,1.48,0.59,5.39,7.38,14.46,11.81,4.5,18.97,19.19
"06037113322","Census Tract 1133.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113322",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113322","Census Tract 1133.22",,,,1540,45,10,28,64,30,27,124,0,18,24,98,29,320,213,169,341,2.92,0.65,1.82,4.16,1.95,1.75,8.05,0,1.17,1.56,6.36,1.88,20.78,13.83,10.97,22.14
"06037113323","Census Tract 1133.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113323",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113323","Census Tract 1133.23",,,,1487,26,24,56,10,51,33,40,39,142,55,161,123,243,166,116,202,1.75,1.61,3.77,0.67,3.43,2.22,2.69,2.62,9.55,3.7,10.83,8.27,16.34,11.16,7.8,13.58
"06037113324","Census Tract 1133.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113324",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113324","Census Tract 1133.24",,,,995,94,9,0,24,0,0,11,0,0,113,55,87,389,78,46,89,9.45,0.9,0,2.41,0,0,1.11,0,0,11.36,5.53,8.74,39.1,7.84,4.62,8.94
"06037113423","Census Tract 1134.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113423",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113423","Census Tract 1134.23",,,,868,34,24,10,5,16,26,39,12,80,44,20,148,56,46,113,195,3.92,2.76,1.15,0.58,1.84,3,4.49,1.38,9.22,5.07,2.3,17.05,6.45,5.3,13.02,22.47
"06037113424","Census Tract 1134.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113424",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113424","Census Tract 1134.24",,,,1087,10,83,9,35,14,38,0,0,19,126,23,131,123,55,295,126,0.92,7.64,0.83,3.22,1.29,3.5,0,0,1.75,11.59,2.12,12.05,11.32,5.06,27.14,11.59
"06037113425","Census Tract 1134.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113425",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113425","Census Tract 1134.25",,,,1346,21,54,34,59,27,96,28,62,71,148,148,294,93,116,74,21,1.56,4.01,2.53,4.38,2.01,7.13,2.08,4.61,5.27,11,11,21.84,6.91,8.62,5.5,1.56
"06037113426","Census Tract 1134.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113426",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113426","Census Tract 1134.26",,,,735,23,77,7,48,52,0,12,6,20,49,23,118,36,90,41,133,3.13,10.48,0.95,6.53,7.07,0,1.63,0.82,2.72,6.67,3.13,16.05,4.9,12.24,5.58,18.1
"06037113427","Census Tract 1134.27, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113427",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113427","Census Tract 1134.27",,,,936,31,0,77,0,9,33,40,10,23,216,178,155,39,0,36,89,3.31,0,8.23,0,0.96,3.53,4.27,1.07,2.46,23.08,19.02,16.56,4.17,0,3.85,9.51
"06037113428","Census Tract 1134.28, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113428",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037113428","Census Tract 1134.28",,,,1101,0,55,0,0,29,8,53,0,45,73,39,64,182,127,76,350,0,5,0,0,2.63,0.73,4.81,0,4.09,6.63,3.54,5.81,16.53,11.53,6.9,31.79
"06037115101","Census Tract 1151.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115101","Census Tract 1151.01",,,,1866,18,241,95,8,0,0,34,0,47,131,60,175,51,68,304,634,0.96,12.92,5.09,0.43,0,0,1.82,0,2.52,7.02,3.22,9.38,2.73,3.64,16.29,33.98
"06037115103","Census Tract 1151.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115103","Census Tract 1151.03",,,,14,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,28.57,0,0,0,0,0,0,35.71,0,0,0,35.71,0,0,0,0
"06037115104","Census Tract 1151.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115104","Census Tract 1151.04",,,,1984,188,69,18,20,52,149,46,76,55,116,157,193,84,215,131,415,9.48,3.48,0.91,1.01,2.62,7.51,2.32,3.83,2.77,5.85,7.91,9.73,4.23,10.84,6.6,20.92
"06037115202","Census Tract 1152.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115202","Census Tract 1152.02",,,,2077,156,35,81,48,80,77,31,0,383,104,88,263,212,122,158,239,7.51,1.69,3.9,2.31,3.85,3.71,1.49,0,18.44,5.01,4.24,12.66,10.21,5.87,7.61,11.51
"06037115203","Census Tract 1152.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115203","Census Tract 1152.03",,,,1010,126,38,0,0,38,75,33,38,5,87,52,122,65,14,65,252,12.48,3.76,0,0,3.76,7.43,3.27,3.76,0.5,8.61,5.15,12.08,6.44,1.39,6.44,24.95
"06037115204","Census Tract 1152.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115204","Census Tract 1152.04",,,,1669,44,0,104,120,0,18,166,25,53,102,102,98,339,99,219,180,2.64,0,6.23,7.19,0,1.08,9.95,1.5,3.18,6.11,6.11,5.87,20.31,5.93,13.12,10.78
"06037115301","Census Tract 1153.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115301","Census Tract 1153.01",,,,1647,52,62,7,75,42,20,26,8,84,56,154,301,210,60,205,285,3.16,3.76,0.43,4.55,2.55,1.21,1.58,0.49,5.1,3.4,9.35,18.28,12.75,3.64,12.45,17.3
"06037115302","Census Tract 1153.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115302","Census Tract 1153.02",,,,1052,40,6,6,16,73,22,40,99,24,58,140,105,163,105,97,58,3.8,0.57,0.57,1.52,6.94,2.09,3.8,9.41,2.28,5.51,13.31,9.98,15.49,9.98,9.22,5.51
"06037115401","Census Tract 1154.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115401","Census Tract 1154.01",,,,1909,133,110,92,0,138,74,41,96,15,201,196,275,120,92,101,225,6.97,5.76,4.82,0,7.23,3.88,2.15,5.03,0.79,10.53,10.27,14.41,6.29,4.82,5.29,11.79
"06037115403","Census Tract 1154.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115403","Census Tract 1154.03",,,,1081,72,0,20,86,133,42,23,27,19,38,101,76,207,51,79,107,6.66,0,1.85,7.96,12.3,3.89,2.13,2.5,1.76,3.52,9.34,7.03,19.15,4.72,7.31,9.9
"06037115404","Census Tract 1154.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"115404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037115404","Census Tract 1154.04",,,,844,49,29,33,7,7,11,73,9,44,51,44,60,78,139,112,98,5.81,3.44,3.91,0.83,0.83,1.3,8.65,1.07,5.21,6.04,5.21,7.11,9.24,16.47,13.27,11.61
"06037117101","Census Tract 1171.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037117101","Census Tract 1171.01",,,,1490,53,117,33,34,26,31,0,20,9,32,121,203,201,329,46,235,3.56,7.85,2.21,2.28,1.74,2.08,0,1.34,0.6,2.15,8.12,13.62,13.49,22.08,3.09,15.77
"06037117102","Census Tract 1171.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037117102","Census Tract 1171.02",,,,805,0,18,24,51,32,64,0,0,48,47,58,73,121,102,98,69,0,2.24,2.98,6.34,3.98,7.95,0,0,5.96,5.84,7.2,9.07,15.03,12.67,12.17,8.57
"06037117201","Census Tract 1172.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037117201","Census Tract 1172.01",,,,1195,79,142,8,93,64,0,17,37,34,157,102,70,131,102,22,137,6.61,11.88,0.67,7.78,5.36,0,1.42,3.1,2.85,13.14,8.54,5.86,10.96,8.54,1.84,11.46
"06037117202","Census Tract 1172.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037117202","Census Tract 1172.02",,,,945,76,69,73,58,27,26,9,0,6,43,12,81,60,44,162,199,8.04,7.3,7.72,6.14,2.86,2.75,0.95,0,0.63,4.55,1.27,8.57,6.35,4.66,17.14,21.06
"06037117301","Census Tract 1173.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037117301","Census Tract 1173.01",,,,1146,58,46,0,0,31,0,0,12,34,0,63,74,94,212,230,292,5.06,4.01,0,0,2.71,0,0,1.05,2.97,0,5.5,6.46,8.2,18.5,20.07,25.48
"06037117302","Census Tract 1173.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037117302","Census Tract 1173.02",,,,1603,40,24,61,71,26,0,0,18,0,82,111,232,220,66,260,392,2.5,1.5,3.81,4.43,1.62,0,0,1.12,0,5.12,6.92,14.47,13.72,4.12,16.22,24.45
